Bridge Site,Bridge Survey: Created Date,Bridge Survey: Bridge Survey Name,Origin,Origin - Other,Origin - Admin Code,Destination,Destination - Other,Destination - Admin Code,Home Village,Home Village - Other,Home Village - Admin Code,Crossing Method,Purpose of Travel,Purpose of Travel - Other,Purpose of Travel - Categorized,Travel time,Gender,Approximate Age,Number of seniors traveling,Number of adults,Number of young adults traveling,Number of school aged children,Number of young children,Mode of Transportation,Cargo,Cargo - Other,Notes,Person previously surveyed today,River Conditions,River Photo URL,Weather Conditions,Bridge Survey: ID,home_centroid,destination_centroid,Bridge Name,bridge_coordinates,home_to_bridge_distance,bridge_to_destination_distance,total_distance
Nyarusange,29/11/2021,Bridge Survey - 00005519,,,,Bridge site,,251002,Muko,,120603,B2P bridge,Recreation,,Recreation,10.0,Male,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnlC,POINT (500108.2970322977 4792337.141133313),POINT (452489.895881489 4737158.69490384),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,71204.83846396238,73096.6137827777
Nyarusange,29/11/2021,Bridge Survey - 00005499,,,,Bridge site,,251002,Nyarusange,,11020304,B2P bridge,Recreation,,Recreation,10.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znjf,POINT (499154.8042634215 4790252.724143325),POINT (452489.895881489 4737158.69490384),Nyarusange,POINT (499658.4689397679 4790499.624182629),560.9257844024224,71204.83846396238,71765.76424836481
Nyarusange,29/11/2021,Bridge Survey - 00005486,,,,Bridge site,,251002,Other,Kanyinya,1102,B2P bridge,Recreation,,Recreation,60.0,Male,Young adult,,,2.0,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Znih,POINT (500281.6557074486 4787958.449711501),POINT (452489.895881489 4737158.69490384),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,71204.83846396238,73821.31117357139
Nyarusange,29/11/2021,Bridge Survey - 00005494,,,,GS Kanyinya,,1102,Muko,,120603,B2P bridge,School,,Education,40.0,Female,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001ZnjG,POINT (500108.2970322977 4792337.141133313),POINT (500281.6557074486 4787958.449711501),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,2616.472709609006,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005496,,,,GS Kanyinya,,1102,Muko,,120603,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001ZnjQ,POINT (500108.2970322977 4792337.141133313),POINT (500281.6557074486 4787958.449711501),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,2616.472709609006,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005495,,,,GS Kanyinya,,1102,Muko,,120603,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001ZnjL,POINT (500108.2970322977 4792337.141133313),POINT (500281.6557074486 4787958.449711501),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,2616.472709609006,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005504,,,,Kanyinya,,1102,Muko,,12060202,B2P bridge,Buying goods,,Livelihood,40.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znk4,POINT (502197.61043350556 4793777.631526985),POINT (500281.6557074486 4787958.449711501),Nyarusange,POINT (499658.4689397679 4790499.624182629),4146.392609832168,2616.472709609006,6762.8653194411745
Nyarusange,29/11/2021,Bridge Survey - 00005500,,,,Kanyinya,,1102,Muko,,12060202,B2P bridge,Buying goods,,Livelihood,30.0,Male,Young adult,,,1.0,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znjk,POINT (502197.61043350556 4793777.631526985),POINT (500281.6557074486 4787958.449711501),Nyarusange,POINT (499658.4689397679 4790499.624182629),4146.392609832168,2616.472709609006,6762.8653194411745
Nyarusange,29/11/2021,Bridge Survey - 00005510,,,,Muko,,120603,Muko,,120603,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnkY,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,29/11/2021,Bridge Survey - 00005493,,,,Muko,,120603,Other,Nyakirambi village,11020104,B2P bridge,Wage labor,,Livelihood,60.0,Male,Young adult,,,1.0,,,Foot,,,,,River bed is dry; River is moving moderately,,Sunny; Cloudy; Light rain; Temperature is cool,a3b3Z000001ZnjB,POINT (501368.5120507919 4788116.411370832),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2933.2491793023564,1891.775318815317,4825.024498117673
Nyarusange,29/11/2021,Bridge Survey - 00005491,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Znj1,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005479,,,,Muko,,120603,Other,Kigali,1,B2P bridge,Selling goods,,Livelihood,50.0,Female,Adult,4.0,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Zni8,,POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),,1891.775318815317,
Nyarusange,29/11/2021,Bridge Survey - 00005480,,,,Muko,,120603,Other,Nyabyondo,41160505,B2P bridge,Buying goods; Farming,,Livelihood,60.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001ZniD,POINT (498219.3625550531 4789494.004666248),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1755.6474014600647,1891.775318815317,3647.422720275382
Nyarusange,29/11/2021,Bridge Survey - 00005481,,,,Muko,,120603,Other,Nyabyondo,41160505,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Female,Senior,,1.0,,,,Foot,Produce; Vegetables,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZniI,POINT (498219.3625550531 4789494.004666248),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1755.6474014600647,1891.775318815317,3647.422720275382
Nyarusange,29/11/2021,Bridge Survey - 00005507,,,,Muko,,120603,Other,Nzove,110202,B2P bridge,Wage labor,,Livelihood,140.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnkJ,POINT (500146.82240235177 4786382.84285787),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),4145.645616825338,1891.775318815317,6037.420935640655
Nyarusange,29/11/2021,Bridge Survey - 00005488,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,5.0,,,,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Znir,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005489,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Znis,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005483,,,,Muko,,120603,Other,Kanyinya,1102,B2P bridge,Selling goods,,Livelihood,60.0,Male,Adult,,,,,,Foot,Other,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001ZniS,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005490,,,,Muko,,120603,Other,GS kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Zniw,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005487,,,,Muko,,120603,Other,Nyabyondo,41160505,B2P bridge,Selling goods,,Livelihood,150.0,Female,Young adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znim,POINT (498219.3625550531 4789494.004666248),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1755.6474014600647,1891.775318815317,3647.422720275382
Nyarusange,29/11/2021,Bridge Survey - 00005505,,,,Muko,,120603,Other,Nyabyondo,41160505,B2P bridge,Wage labor,,Livelihood,150.0,Male,Adult,,2.0,1.0,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znk9,POINT (498219.3625550531 4789494.004666248),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1755.6474014600647,1891.775318815317,3647.422720275382
Nyarusange,29/11/2021,Bridge Survey - 00005514,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,45.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znkn,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005509,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,20.0,Female,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnkT,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005515,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znks,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005520,,,,Muko,,120603,Other,Kanyinya,1102,B2P bridge,Buying goods,,Livelihood,40.0,Female,Adult,,,,,,Foot,Produce,,,,River bed is dry; River is moving slowly; River is moving swiftly,,Cloudy; Temperature is cool,a3b3Z000001ZnlH,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005511,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znkd,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005508,,,,Muko,,120603,Other,Kanyinya,1102,B2P bridge,Buying goods,,Livelihood,40.0,Male,Adult,1.0,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnkO,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005516,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,45.0,Male,School-aged child,,,,5.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znkx,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005518,,,,Muko,,120603,Other,GS Kanyinya,1102,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znl7,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005506,,,,Muko,,120603,Other,Kanyinya,1102,B2P bridge,Buying goods; Visiting friends or family,,Visiting family or friends,20.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnkE,POINT (500281.6557074486 4787958.449711501),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1891.775318815317,4508.248028424323
Nyarusange,29/11/2021,Bridge Survey - 00005478,,,,Nyabyondo,,41160505,Muko,,120603,B2P bridge,Selling goods,,Livelihood,120.0,Male,Adult,,1.0,,,,Foot,Firewood,,They are all carrying firewood to Nyabyondo market,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Zni3,POINT (500108.2970322977 4792337.141133313),POINT (498219.3625550531 4789494.004666248),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1755.6474014600647,3647.422720275382
Nyarusange,29/11/2021,Bridge Survey - 00005482,,,,Nyabyondo,,41160505,Other,Nyamitanga,120607,B2P bridge,Buying goods,,Livelihood,120.0,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZniN,POINT (501434.51668065717 4790274.710990772),POINT (498219.3625550531 4789494.004666248),Nyarusange,POINT (499658.4689397679 4790499.624182629),1790.2322535887458,1755.6474014600647,3545.8796550488105
Nyarusange,29/11/2021,Bridge Survey - 00005502,,,,Nyabyondo,,41160505,Other,Jali,1206,B2P bridge,Selling goods,,Livelihood,60.0,Male,Adult,,1.0,1.0,,,Foot,Produce,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znju,POINT (501845.70898846496 4791867.3465657225),POINT (498219.3625550531 4789494.004666248),Nyarusange,POINT (499658.4689397679 4790499.624182629),2579.6673327850017,1755.6474014600647,4335.314734245067
Nyarusange,29/11/2021,Bridge Survey - 00005501,,,,Nyabyondo,,41160505,Other,Jali,1206,B2P bridge,Selling goods,,Livelihood,60.0,Male,Adult,,,3.0,,,Foot,Produce,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znjp,POINT (501845.70898846496 4791867.3465657225),POINT (498219.3625550531 4789494.004666248),Nyarusange,POINT (499658.4689397679 4790499.624182629),2579.6673327850017,1755.6474014600647,4335.314734245067
Nyarusange,29/11/2021,Bridge Survey - 00005492,,,,Nyamitanga Cell,,120607,Other,GS Kanyinya,1102,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znj6,POINT (500281.6557074486 4787958.449711501),POINT (501434.51668065717 4790274.710990772),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1790.2322535887458,4406.704963197752
Nyarusange,29/11/2021,Bridge Survey - 00005503,,,,Nyamitanga Cell,,120607,Other,Shyorongi,4116,B2P bridge,School,,Education,120.0,Male,Young adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znjz,POINT (494794.2430955939 4793756.378029862),POINT (501434.51668065717 4790274.710990772),Nyarusange,POINT (499658.4689397679 4790499.624182629),5853.814028870215,1790.2322535887458,7644.046282458961
Nyarusange,29/11/2021,Bridge Survey - 00005517,,,,Nyamitanga Cell,,120607,Other,GS Kanyinya,1102,B2P bridge,School,,Education,150.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znl2,POINT (500281.6557074486 4787958.449711501),POINT (501434.51668065717 4790274.710990772),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1790.2322535887458,4406.704963197752
Nyarusange,29/11/2021,Bridge Survey - 00005512,,,,Nyamitanga Cell,,120607,Other,GS Kanyinya,1102,B2P bridge,School,,Education,60.0,Male,School-aged child,,,,,,,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znki,POINT (500281.6557074486 4787958.449711501),POINT (501434.51668065717 4790274.710990772),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1790.2322535887458,4406.704963197752
Nyarusange,29/11/2021,Bridge Survey - 00005513,,,,Nyamitanga Cell,,120607,Other,GS Kanyinya,1102,B2P bridge,School,,Education,60.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Znkj,POINT (500281.6557074486 4787958.449711501),POINT (501434.51668065717 4790274.710990772),Nyarusange,POINT (499658.4689397679 4790499.624182629),2616.472709609006,1790.2322535887458,4406.704963197752
Nyarusange,29/11/2021,Bridge Survey - 00005485,,,,Nyarusange,,11020304,Muko,,120603,B2P bridge,Farming,,Livelihood,30.0,Male,School-aged child,,,,2.0,,Foot,,,,Yes,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Znic,POINT (500108.2970322977 4792337.141133313),POINT (499154.8042634215 4790252.724143325),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,560.9257844024224,2452.7011032177393
Nyarusange,29/11/2021,Bridge Survey - 00005484,,,,Nyarusange,,11020304,Muko,,120603,B2P bridge,Farming,,Livelihood,20.0,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001ZniX,POINT (500108.2970322977 4792337.141133313),POINT (499154.8042634215 4790252.724143325),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,560.9257844024224,2452.7011032177393
Nyarusange,29/11/2021,Bridge Survey - 00005477,,,,Other,Kigali,110301,Other,Nyamitanga,120607,B2P bridge,Wage labor,,Livelihood,60.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000GH1tFQAT,Cloudy; Temperature is cool,a3b3Z000001Znhy,POINT (501434.51668065717 4790274.710990772),POINT (503582.0019368376 4782924.410363957),Nyarusange,POINT (499658.4689397679 4790499.624182629),1790.2322535887458,8531.000854395441,10321.233107984186
Nyarusange,29/11/2021,Bridge Survey - 00005498,,,,Taba,,12050210,Other,Nyabyondo,25160107,B2P bridge,Selling goods; Buying goods,,Livelihood,60.0,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001Znja,POINT (446758.52220343624 4719082.756633986),POINT (504186.38963384065 4793886.715772605),Nyarusange,POINT (499658.4689397679 4790499.624182629),88875.04337645767,5654.5959405330295,94529.63931699071
Nyarusange,30/09/2021,Bridge Survey - 00004551,,,,Muko,,120603,Muko,,120603,B2P bridge,Other,Temporary job,Livelihood,60.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZmSS,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004535,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Male,Adult,1.0,1.0,,,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZmRA,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004561,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Female,Adult,1.0,1.0,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001ZmTG,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004547,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Female,School-aged child,,,1.0,3.0,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZmS8,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004548,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods,,Livelihood,120.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZmSD,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004572,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Female,School-aged child,,,,1.0,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001ZmU4,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004546,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods,,Livelihood,120.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZmS3,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004539,,,,Muko,,120603,Muko,,120603,B2P bridge,Buying goods,,Livelihood,60.0,Male,Young adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Temperature is moderate,a3b3Z000001ZmRU,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004536,,,,Muko,,120603,Muko,,120603,B2P bridge,Selling goods; Buying goods,,Livelihood,180.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZmRF,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004541,,,,Muko,,120603,Muko,,120603,B2P bridge,Visiting friends or family,,Visiting family or friends,40.0,Male,Young adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Temperature is moderate,a3b3Z000001ZmRe,POINT (500108.2970322977 4792337.141133313),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),1891.775318815317,1891.775318815317,3783.550637630634
Nyarusange,30/09/2021,Bridge Survey - 00004554,,,,Muko,,120603,Nyarusange,,11020304,B2P bridge,Farming,,Livelihood,30.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZmSh,POINT (499154.8042634215 4790252.724143325),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),560.9257844024224,1891.775318815317,2452.7011032177393
Nyarusange,30/09/2021,Bridge Survey - 00004558,,,,Muko,,120603,Nyarusange,,11020304,B2P bridge,Visiting friends or family,,Visiting family or friends,60.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Fat7iQAB,Cloudy; Temperature is moderate,a3b3Z000001ZmT1,POINT (499154.8042634215 4790252.724143325),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),560.9257844024224,1891.775318815317,2452.7011032177393
Nyarusange,30/09/2021,Bridge Survey - 00004582,,,,Muko,,120603,Nyarusange,,11020304,B2P bridge,Visiting friends or family,,Visiting family or friends,15.0,Female,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Temperature is cool,a3b3Z000001ZmUn,POINT (499154.8042634215 4790252.724143325),POINT (500108.2970322977 4792337.141133313),Nyarusange,POINT (499658.4689397679 4790499.624182629),560.9257844024224,1891.775318815317,2452.7011032177393
